ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"DE000WAF3001","WAF","SILTRONIC AG NA O.N.","Common stock","EUR",2504859,2018-03-26,08:27,154.8,154.8,154.8,154.8,50,1
"DE000WCH8881","WCH","WACKER CHEMIE        O.N.","Common stock","EUR",2504860,2018-03-26,08:27,135.4,135.5,135.4,135.5,136,4
"DE0002635307","EXSA","ISH.STOX.EUROPE 600 U.ETF","ETF","EUR",2504871,2018-03-26,08:27,36.2,36.2,36.2,36.2,435,2
"DE0005089031","UTDI","UTD.INTERNET AG NA","Common stock","EUR",2504878,2018-03-26,08:27,52.36,52.36,52.3,52.34,2057,16
"DE0005140008","DBK","DEUTSCHE BANK AG NA O.N.","Common stock","EUR",2504888,2018-03-26,08:27,11.254,11.258,11.25,11.25,4793,10
"DE0005190003","BMW","BAY.MOTOREN WERKE AG ST","Common stock","EUR",2504900,2018-03-26,08:27,85.05,85.05,85.02,85.02,612,7
"DE0005200000","BEI","BEIERSDORF AG O.N.","Common stock","EUR",2504906,2018-03-26,08:27,87.18,87.18,87.18,87.18,136,2
"DE0005313704","AFX","CARL ZEISS MEDITEC AG","Common stock","EUR",2504922,2018-03-26,08:27,50.3,50.35,50.25,50.25,2103,4
"DE0005408884","LEO","LEONI AG NA O.N.","Common stock","EUR",2504929,2018-03-26,08:27,52.42,52.48,52.42,52.48,380,4
"DE0005439004","CON","CONTINENTAL AG O.N.","Common stock","EUR",2504933,2018-03-26,08:27,218.2,218.2,218.2,218.2,10,1
"DE0005470306","EVD","CTS EVENTIM KGAA","Common stock","EUR",2504934,2018-03-26,08:27,38.46,38.46,38.46,38.46,133,1
"DE0005488100","ISR","ISRA VISION O.N.","Common stock","EUR",2504937,2018-03-26,08:27,181.6,181.6,181.6,181.6,3,1
"DE0005493092","BVB","BORUSSIA DORTMUND","Common stock","EUR",2504940,2018-03-26,08:27,5.155,5.165,5.155,5.155,1312,3
"DE0005501357","SPR","A.SPRINGER SE VNA","Common stock","EUR",2504947,2018-03-26,08:27,68.3,68.3,68.3,68.3,42,1
"DE0005550636","DRW3","DRAEGERWERK VZO O.N.","Common stock","EUR",2504952,2018-03-26,08:27,76.3,76.3,76.3,76.3,72,2
"DE0005552004","DPW","DEUTSCHE POST AG NA O.N.","Common stock","EUR",2504953,2018-03-26,08:27,35.21,35.22,35.21,35.22,2014,5
"DE0005557508","DTE","DT.TELEKOM AG NA","Common stock","EUR",2504954,2018-03-26,08:27,12.95,12.95,12.945,12.95,3771,5
"DE0005565204","DUE","DUERR AG O.N.","Common stock","EUR",2504956,2018-03-26,08:27,90.58,90.58,90.58,90.58,69,1
"DE0005664809","EVT","EVOTEC AG O.N.","Common stock","EUR",2504963,2018-03-26,08:27,15.925,15.925,15.925,15.925,100,1
"DE0005773303","FRA","FRAPORT AG FFM.AIRPORT","Common stock","EUR",2504970,2018-03-26,08:27,81.12,81.12,81.12,81.12,25,1
"DE0005785604","FRE","FRESENIUS SE+CO.KGAA O.N.","Common stock","EUR",2504973,2018-03-26,08:27,60.82,60.82,60.82,60.82,1680,8
"DE0005785802","FME","FRESEN.MED.CARE KGAA O.N.","Common stock","EUR",2504974,2018-03-26,08:27,81.34,81.34,81.34,81.34,239,5
"DE0005933972","EXS2","ISHARES TECDAX UCITS ETF","ETF","EUR",2504991,2018-03-26,08:27,23.65,23.65,23.65,23.65,1843,1
"DE0006047004","HEI","HEIDELBERGCEMENT AG O.N.","Common stock","EUR",2505002,2018-03-26,08:27,79.78,79.82,79.78,79.82,80,2
"DE0006062144","1COV","COVESTRO AG  O.N.","Common stock","EUR",2505008,2018-03-26,08:27,82.3,82.32,82.28,82.32,957,8
"DE0006083405","HBH","HORNBACH HOLD.ST O.N.","Common stock","EUR",2505010,2018-03-26,08:27,66.5,66.5,66.5,66.5,5,1
"DE0006202005","SZG","SALZGITTER AG O.N.","Common stock","EUR",2505016,2018-03-26,08:27,41.62,41.62,41.62,41.62,152,1
"DE0006231004","IFX","INFINEON TECH.AG NA O.N.","Common stock","EUR",2505024,2018-03-26,08:27,22.32,22.32,22.32,22.32,2509,4
"DE0006599905","MRK","MERCK KGAA O.N.","Common stock","EUR",2505050,2018-03-26,08:27,76.2,76.2,76.2,76.2,1193,4
"DE0006916604","PFV","PFEIFFER VACUUM TECH.O.N.","Common stock","EUR",2505061,2018-03-26,08:27,133,133.2,133,133.2,173,5
"DE0006969603","PUM","PUMA SE","Common stock","EUR",2505067,2018-03-26,08:27,398.5,398.5,398.5,398.5,30,1
"DE0007037129","RWE","RWE AG ST O.N.","Common stock","EUR",2505072,2018-03-26,08:27,19.915,19.915,19.91,19.91,1252,2
"DE0007037145","RWE3","RWE AG VZO O.N.","Common stock","EUR",2505073,2018-03-26,08:27,16.36,16.38,16.36,16.38,1490,10
"DE0007100000","DAI","DAIMLER AG NA O.N.","Common stock","EUR",2505076,2018-03-26,08:27,66.15,66.16,66.14,66.14,699,3
"DE0007164600","SAP","SAP SE O.N.","Common stock","EUR",2505077,2018-03-26,08:27,84.53,84.56,84.53,84.55,2706,19
"DE0007165631","SRT3","SARTORIUS AG VZO O.N.","Common stock","EUR",2505079,2018-03-26,08:27,116,116,115.5,115.8,4620,13
"DE0007235301","SGL","SGL CARBON SE O.N.","Common stock","EUR",2505087,2018-03-26,08:27,11.5,11.5,11.5,11.5,841,3
"DE0007236101","SIE","SIEMENS AG NA","Common stock","EUR",2505088,2018-03-26,08:27,102,102,102,102,42,1
"DE0007472060","WDI","WIRECARD AG","Common stock","EUR",2505101,2018-03-26,08:27,96.5,96.54,96.5,96.54,507,5
"DE0007500001","TKA","THYSSENKRUPP AG O.N.","Common stock","EUR",2505105,2018-03-26,08:27,21.37,21.37,21.37,21.37,1437,4
"DE0007664005","VOW","VOLKSWAGEN AG ST O.N.","Common stock","EUR",2505113,2018-03-26,08:27,157.3,157.3,157.3,157.3,104,1
"DE0007664039","VOW3","VOLKSWAGEN AG VZO O.N.","Common stock","EUR",2505114,2018-03-26,08:27,155.56,155.58,155.54,155.54,521,8
"DE0007830572","4DS","DALDRUP+SOEHNE AG","Common stock","EUR",2505121,2018-03-26,08:27,11.4,11.4,11.4,11.4,29,1
"DE0007856023","ZIL2","ELRINGKLINGER AG NA O.N.","Common stock","EUR",2505124,2018-03-26,08:27,16.4,16.44,16.35,16.35,4399,11
"DE0008232125","LHA","LUFTHANSA AG VNA O.N.","Common stock","EUR",2505130,2018-03-26,08:27,25.69,25.69,25.69,25.69,1083,4
"DE0008402215","HNR1","HANNOVER RUECK SE NA O.N.","Common stock","EUR",2505132,2018-03-26,08:27,107.5,107.5,107.5,107.5,249,1
"DE0008404005","ALV","ALLIANZ SE NA O.N.","Common stock","EUR",2505133,2018-03-26,08:27,180.88,180.94,180.88,180.9,3484,16
"DE0008430026","MUV2","MUENCH.RUECKVERS.VNA O.N.","Common stock","EUR",2505134,2018-03-26,08:27,184.8,184.8,184.8,184.8,329,3
"FI0009000681","NOA3","NOKIA OYJ EO-,06","Common stock","EUR",2505156,2018-03-26,08:27,4.458,4.458,4.458,4.458,3595,1
"FR0007063177","LYMS","LYX.NASDAQ-100 U.ETF DEO","ETF","EUR",2505190,2018-03-26,08:27,21.115,21.115,21.115,21.115,390,1
"FR0010315770","LYYA","LYX.MSCI WORLD U.ETF D","ETF","EUR",2505211,2018-03-26,08:27,164.765,164.765,164.765,164.765,30,1
"FR0010652867","LYQI","LYX.MSCI AC AXJ.U.ETF A","ETF","EUR",2505250,2018-03-26,08:27,104.14,104.14,104.14,104.14,130,1
"FR0011079466","LYY0","LY.MSCI AL.CO.WO.UETF CEO","ETF","EUR",2505321,2018-03-26,08:27,220.65,220.65,220.65,220.65,200,1
"GB00B03MLX29","R6C","ROYAL DUTCH SHELL A EO-07","Common stock","EUR",2505360,2018-03-26,08:27,25.695,25.695,25.695,25.695,200,1
"GB0002875804","BMT","BRIT.AMER.TOBACCO  LS-,25","Common stock","EUR",2505372,2018-03-26,08:27,45.005,45.01,45.005,45.01,895,6
"GB0059822006","DLG","DIALOG SEMICOND.   LS-,10","Common stock","EUR",2505387,2018-03-26,08:27,23.1,23.11,23.1,23.11,545,3
"IE00BC7GZW19","SYBD","SPDR B.B.0-3Y.E.C.B.UETF","ETF","EUR",2505399,2018-03-26,08:27,30.263,30.288,30.261,30.288,11490,4
"IE00BJZ2DD79","XRS2","X(IE)-RUSSELL 2000 1CDL","ETF","EUR",2505423,2018-03-26,08:27,170.96,170.98,170.96,170.96,45,2
"IE00BMP3HG27","UBUM","UBS I.ETF-DL G.SEL.DIV.AD","ETF","EUR",2505450,2018-03-26,08:27,8.418,8.418,8.418,8.418,403,1
"IE00B02KXL92","IQQM","ISHS-ESTXX MID UC. ETF","ETF","EUR",2505582,2018-03-26,08:27,58.84,58.84,58.84,58.84,95,1
"IE00B2NPKV68","IUS7","ISHSII-JPM DL EM BD DLDIS","ETF","EUR",2505604,2018-03-26,08:27,88.76,88.76,88.76,88.76,340,1
"IE00B3B8Q275","IUS6","ISHSIII-EO COV.BD EO DIS","ETF","EUR",2505622,2018-03-26,08:27,154.34,154.34,154.34,154.34,62,1
"IE00B4L5ZY03","EUNS","ISHSIII-EO CBX-F1-5YR EOD","ETF","EUR",2505658,2018-03-26,08:27,109.855,109.855,109.855,109.855,130,1
"IE00B5BMR087","SXR8","ISHSVII-CORE S+P500 DLACC","ETF","EUR",2505689,2018-03-26,08:27,205,205,205,205,7,1
"IE00B6YX5C33","SPY5","SPDR S+P 500 UCITS ETF","ETF","EUR",2505747,2018-03-26,08:27,212.4,212.4,212.4,212.4,53,1
"IE00B652H904","EUNY","ISHSV-EM DIVID.U.ETF DLD","ETF","EUR",2505761,2018-03-26,08:27,19.08,19.08,19.08,19.08,210,1
"IE00B66F4759","EUNW","IS EO H.Y.CO.BD U.ETF EOD","ETF","EUR",2505762,2018-03-26,08:27,104.79,104.795,104.79,104.795,284,2
"LU0274208692","DBXW","XTR.MSCI WORLD SWAP 1C","ETF","EUR",2505825,2018-03-26,08:27,46.31,46.31,46.31,46.31,101,1
"LU0274209740","DBXJ","XTR.MSCI JAPAN 1C","ETF","EUR",2505827,2018-03-26,08:27,49.393,49.393,49.393,49.393,180,1
"LU0292106167","DXSM","XTR.DBLCI CO.O.Y.SW.1CEOH","ETF","EUR",2505858,2018-03-26,08:27,18.774,18.774,18.772,18.774,440,2
"LU0307018795","SFQ","SAF HOLLAND S.A.   EO-,01","Common stock","EUR",2505867,2018-03-26,08:27,17.13,17.13,17.13,17.13,709,2
"LU0322251520","DXS3","XTR.S+P 500 IN.DA.SW. 1C","ETF","EUR",2505877,2018-03-26,08:27,12.61,12.61,12.61,12.61,850,1
"LU0328475792","DX2X","XTR.STOXX EUROPE 600 1C","ETF","EUR",2505887,2018-03-26,08:27,75.53,75.53,75.53,75.53,62,1
"LU0378434582","C060","CS.-STX.EU.600 NR U.ETF I","ETF","EUR",2505891,2018-03-26,08:27,75.54,75.54,75.54,75.54,62,1
"LU0392494562","X010","COMS.-MSCI WORL.T.U.ETF I","ETF","EUR",2505917,2018-03-26,08:27,46.662,46.662,46.662,46.662,130,1
"LU0488317701","CD91","C.S.-NYSE AR.GO.B.U.ETF I","ETF","EUR",2505989,2018-03-26,08:27,14.346,14.346,14.346,14.346,250,1
"LU0524480265","XY4P","XTR.II IB.E.G.B.Y.P.S. 1C","ETF","EUR",2506001,2018-03-26,08:27,174.245,174.4,174.245,174.4,325,2
"LU0925589839","XYP1","XTR.II IB.E.G.B.YP.1-3 1C","ETF","EUR",2506073,2018-03-26,08:27,142.045,142.045,142.045,142.045,50,1
"DE000A0N62G0","VZLD","ETFS MET.SEC.DZ07/UN.XAU","ETC","EUR",2506200,2018-03-26,08:27,104.15,104.18,104.15,104.18,667,3
"NL0000235190","AIR","AIRBUS","Common stock","EUR",2506257,2018-03-26,08:27,92.99,92.99,92.99,92.99,2,1
"NL0011375019","SNH","STEINHOFF INT.HLDG.EO-,50","Common stock","EUR",2506267,2018-03-26,08:27,0.2451,0.246,0.244,0.2445,301733,27
"LU0274211217","DBXE","XTR.EURO STOXX 50 1D","ETF","EUR",2506401,2018-03-26,08:27,35.06,35.065,35.06,35.06,310,2
"LU0378434236","C051","COMS.-E.STOXX SD30 UETF I","ETF","EUR",2506405,2018-03-26,08:27,40.91,40.91,40.91,40.91,98,1
"US0231351067","AMZ","AMAZON.COM INC.    DL-,01","Common stock","EUR",2506427,2018-03-26,08:27,1237.34,1237.75,1237.34,1237.75,6,2
"US1912161007","CCC3","COCA-COLA CO.      DL-,25","Common stock","EUR",2506461,2018-03-26,08:27,34.51,34.63,34.51,34.51,400,3
"US2786421030","EBA","EBAY INC.         DL-,001","Common stock","EUR",2506478,2018-03-26,08:27,32.49,32.49,32.49,32.49,20,1
"US30303M1027","FB2A","FACEBOOK INC.A DL-,000006","Common stock","EUR",2506484,2018-03-26,08:27,126.75,126.75,126.75,126.75,30,1
"US7170811035","PFE","PFIZER INC.        DL-,05","Common stock","EUR",2506553,2018-03-26,08:27,28.25,28.25,28.25,28.25,5,1
"DE000A2E4K43","DHER","DELIVERY HERO AG NA O.N.","Common stock","EUR",2518798,2018-03-26,08:27,38.86,38.88,38.86,38.88,2439,4
"DE000A2E4L75","LINU","LINDE AG O.N. Z.UMT.","Common stock","EUR",2600157,2018-03-26,08:27,175.95,176,175.9,176,200,6
"IE00B8GKDB10","VGWD","VA.FTSE A.W.H.D.Y.UETF DL","ETF","EUR",2749251,2018-03-26,08:27,45.38,45.38,45.38,45.38,110,1
"LU1737652583","AEMD","AIS-A.IN.MSCI E.M.UCETFDD","ETF","EUR",2973675,2018-03-26,08:27,48.197,48.197,48.197,48.197,155,1
"DE000SHL1006","SHL","SIEMENS HEALTH.AG NA O.N.","Common stock","EUR",3058562,2018-03-26,08:27,31.855,31.895,31.83,31.895,3974,13
"AT0000A0E9W5","SANT","S+T AG (Z.REG.MK.Z.)O.N.","Common stock","EUR",2504159,2018-03-26,08:28,20.86,20.86,20.86,20.86,14,1
"AT0000A00Y78","O2C","PETRO WELT TECHNOLOGIE.AG","Common stock","EUR",2504161,2018-03-26,08:28,6.46,6.46,6.46,6.46,61,1
"CA0679011084","ABR","BARRICK GOLD CORP.","Common stock","EUR",2504196,2018-03-26,08:28,10.24,10.24,10.24,10.24,135,1
"CH0038863350","NESR","NESTLE NAM.        SF-,10","Common stock","EUR",2504245,2018-03-26,08:28,63.12,63.12,63.12,63.12,70,1
"DE0005933931","EXS1","ISHS CORE DAX UCITS ETF","ETF","EUR",2504265,2018-03-26,08:28,103.42,103.42,103.42,103.42,96,1
"DE000A0DJ6J9","S92","SMA SOLAR TECHNOL.AG","Common stock","EUR",2504287,2018-03-26,08:28,55.55,55.55,55.55,55.55,192,1
"DE000A0D6554","NDX1","NORDEX SE O.N.","Common stock","EUR",2504290,2018-03-26,08:28,8.248,8.298,8.248,8.26,22596,20
"DE000A0HN5C6","DWNI","DEUTSCHE WOHNEN SE INH","Common stock","EUR",2504314,2018-03-26,08:28,36.31,36.34,36.31,36.34,503,3
"DE000A0JL9W6","VBK","VERBIO VER.BIOENERGIE  ON","Common stock","EUR",2504343,2018-03-26,08:28,4.77,4.77,4.766,4.766,1252,3
"DE000A0STST2","TTI","TOM TAILOR HLDG  NA O.N.","Common stock","EUR",2504401,2018-03-26,08:28,9.02,9.02,9.005,9.005,3405,9
"DE000A0Z2XN6","RIB","RIB SOFTWARE SE  NA EO 1","Common stock","EUR",2504436,2018-03-26,08:28,24.64,24.64,24.58,24.64,2169,3
"DE000A0Z2ZZ5","FNTN","FREENET AG NA O.N.","Common stock","EUR",2504438,2018-03-26,08:28,24.39,24.4,24.39,24.39,616,3
"DE000A1A6V48","KSC","KPS AG NA O.N.","Common stock","EUR",2504441,2018-03-26,08:28,9.2,9.2,9.2,9.2,130,1
"DE000A1DAHH0","BNR","BRENNTAG AG NA O.N.","Common stock","EUR",2504453,2018-03-26,08:28,48.16,48.19,48.16,48.17,491,6
"DE000A1EWWW0","ADS","ADIDAS AG NA O.N.","Common stock","EUR",2504471,2018-03-26,08:28,197,197.05,197,197.05,975,7
"DE000A1J5RX9","O2D","TELEFONICA DTLD HLDG NA","Common stock","EUR",2504492,2018-03-26,08:28,3.7,3.7,3.7,3.7,197,1
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.","Common stock","EUR",2504501,2018-03-26,08:28,39.25,39.27,39.25,39.26,1435,5
"DE000A1PHFF7","BOSS","HUGO BOSS AG NA O.N.","Common stock","EUR",2504512,2018-03-26,08:28,71.22,71.28,71.22,71.28,710,10
"DE000A1TNV91","ADE","BITCOIN GROUP SE  O.N.","Common stock","EUR",2504520,2018-03-26,08:28,42.6,42.6,42.5,42.5,90,3
"DE000A1X3W00","MDG1","MEDIGENE AG NA O.N.","Common stock","EUR",2504531,2018-03-26,08:28,13.95,13.95,13.95,13.95,334,1
"DE000A12B8Z4","TLG","TLG IMMOBILIEN AG","Common stock","EUR",2504555,2018-03-26,08:28,22.72,22.72,22.72,22.72,233,1
"DE000A12UKK6","RKET","ROCKET INTERNET SE","Common stock","EUR",2504560,2018-03-26,08:28,25.06,25.06,25.06,25.06,337,1
"DE000A2DAM03","AAG","AUMANN AG","Common stock","EUR",2504639,2018-03-26,08:28,54.3,54.3,54.2,54.2,566,5
"DE000BASF111","BAS","BASF SE NA O.N.","Common stock","EUR",2504663,2018-03-26,08:28,81.91,81.93,81.91,81.93,320,5
"DE000BAY0017","BAYN","BAYER AG NA O.N.","Common stock","EUR",2504664,2018-03-26,08:28,90.88,90.92,90.88,90.92,1218,12
"DE000CBK1001","CBK","COMMERZBANK AG","Common stock","EUR",2504665,2018-03-26,08:28,11.128,11.128,11.118,11.12,14041,17
"DE000ENAG999","EOAN","E.ON SE NA O.N.","Common stock","EUR",2504666,2018-03-26,08:28,8.93,8.935,8.93,8.935,15958,15
"DE000EVNK013","EVK","EVONIK INDUSTRIES NA O.N.","Common stock","EUR",2504806,2018-03-26,08:28,28.46,28.46,28.46,28.46,1084,2
"DE000HLAG475","HLAG","HAPAG-LLOYD AG NA O.N.","Common stock","EUR",2504809,2018-03-26,08:28,30.14,30.14,30.14,30.14,100,1
"DE000KGX8881","KGX","KION GROUP AG","Common stock","EUR",2504811,2018-03-26,08:28,73.26,73.28,73.26,73.28,228,4
"DE000KSAG888","SDF","K+S AG NA O.N.","Common stock","EUR",2504812,2018-03-26,08:28,23.07,23.07,23.07,23.07,982,2
"DE000LED4000","OSR","OSRAM LICHT AG NA O.N.","Common stock","EUR",2504813,2018-03-26,08:28,61.56,61.56,61.56,61.56,105,1
"DE000PAH0038","PAH3","PORSCHE AUTOM.HLDG VZO","Common stock","EUR",2504816,2018-03-26,08:28,64.84,64.84,64.84,64.84,28,1
"DE000PSM7770","PSM","PROSIEBENSAT.1  NA O.N.","Common stock","EUR",2504848,2018-03-26,08:28,27.49,27.52,27.49,27.52,469,4
"DE000SYM9999","SY1","SYMRISE AG INH. O.N.","Common stock","EUR",2504852,2018-03-26,08:28,64.34,64.34,64.32,64.32,511,3
"DE000TUAG000","TUI1","TUI AG NA O.N.","Common stock","EUR",2504855,2018-03-26,08:28,17.495,17.495,17.495,17.495,1505,2
"DE000WAF3001","WAF","SILTRONIC AG NA O.N.","Common stock","EUR",2504859,2018-03-26,08:28,154.85,154.85,154.85,154.85,3,1
"DE000WCH8881","WCH","WACKER CHEMIE        O.N.","Common stock","EUR",2504860,2018-03-26,08:28,135.55,135.6,135.55,135.6,127,4
"DE000ZAL1111","ZAL","ZALANDO SE","Common stock","EUR",2504863,2018-03-26,08:28,45.14,45.17,45.14,45.16,822,7
"DE0005089031","UTDI","UTD.INTERNET AG NA","Common stock","EUR",2504878,2018-03-26,08:28,52.36,52.36,52.34,52.34,339,5
"DE0005103006","ADV","ADVA OPT.NETW.SE  O.N.","Common stock","EUR",2504881,2018-03-26,08:28,5.425,5.425,5.4,5.4,4750,5
"DE0005140008","DBK","DEUTSCHE BANK AG NA O.N.","Common stock","EUR",2504888,2018-03-26,08:28,11.25,11.252,11.244,11.244,6181,18
"DE0005190003","BMW","BAY.MOTOREN WERKE AG ST","Common stock","EUR",2504900,2018-03-26,08:28,85.02,85.05,85.02,85.04,765,5
"DE0005200000","BEI","BEIERSDORF AG O.N.","Common stock","EUR",2504906,2018-03-26,08:28,87.18,87.18,87.18,87.18,126,2
"DE0005400667","N2F","NANOFOCUS O.N.","Common stock","EUR",2504923,2018-03-26,08:28,1.995,2,1.995,1.995,1170,2
"DE0005408116","ARL","AAREAL BANK AG","Common stock","EUR",2504927,2018-03-26,08:28,38.23,38.23,38.23,38.23,6,1
"DE0005419105","COK","CANCOM SE O.N.","Common stock","EUR",2504930,2018-03-26,08:28,79.35,79.35,79.35,79.35,2,1
"DE0005439004","CON","CONTINENTAL AG O.N.","Common stock","EUR",2504933,2018-03-26,08:28,218.2,218.2,218.2,218.2,692,7
"DE0005470405","LXS","LANXESS AG","Common stock","EUR",2504935,2018-03-26,08:28,62.26,62.28,62.26,62.28,135,2
"DE0005488100","ISR","ISRA VISION O.N.","Common stock","EUR",2504937,2018-03-26,08:28,182.2,182.2,182.2,182.2,11,1
"DE0005493092","BVB","BORUSSIA DORTMUND","Common stock","EUR",2504940,2018-03-26,08:28,5.165,5.165,5.165,5.165,856,1
"DE0005550636","DRW3","DRAEGERWERK VZO O.N.","Common stock","EUR",2504952,2018-03-26,08:28,76.35,76.45,76.05,76.05,387,8
"DE0005552004","DPW","DEUTSCHE POST AG NA O.N.","Common stock","EUR",2504953,2018-03-26,08:28,35.22,35.23,35.22,35.23,1562,5
"DE0005557508","DTE","DT.TELEKOM AG NA","Common stock","EUR",2504954,2018-03-26,08:28,12.95,12.96,12.95,12.96,24214,9
"DE0005664809","EVT","EVOTEC AG O.N.","Common stock","EUR",2504963,2018-03-26,08:28,15.925,15.925,15.925,15.925,848,2
"DE0005677108","ELG","ELMOS SEMICONDUCTOR AG","Common stock","EUR",2504964,2018-03-26,08:28,26.2,26.35,26.2,26.3,1140,10
"DE0005772206","FIE","FIELMANN AG O.N.","Common stock","EUR",2504969,2018-03-26,08:28,65.95,66,65.95,66,316,2
"DE0005785604","FRE","FRESENIUS SE+CO.KGAA O.N.","Common stock","EUR",2504973,2018-03-26,08:28,60.82,60.84,60.82,60.84,1543,7
"DE0005790430","FPE3","FUCHS PETROL.SE VZO O.N.","Common stock","EUR",2504976,2018-03-26,08:28,44.9,44.92,44.9,44.92,150,3
"DE0005810055","DB1","DEUTSCHE BOERSE NA O.N.","Common stock","EUR",2504978,2018-03-26,08:28,108.75,108.85,108.75,108.85,2295,8
"DE0005909006","GBF","BILFINGER SE O.N.","Common stock","EUR",2504986,2018-03-26,08:28,37.24,37.26,37.24,37.26,227,2
"DE0005933972","EXS2","ISHARES TECDAX UCITS ETF","ETF","EUR",2504991,2018-03-26,08:28,23.655,23.655,23.655,23.655,1017,1
"DE0006046113","B8F","BIOFRONTERA AG NA O.N.","Common stock","EUR",2505001,2018-03-26,08:28,6.25,6.25,6.25,6.25,500,1
"DE0006047004","HEI","HEIDELBERGCEMENT AG O.N.","Common stock","EUR",2505002,2018-03-26,08:28,79.84,79.86,79.84,79.84,117,4
"DE0006048432","HEN3","HENKEL AG+CO.KGAA VZO","Common stock","EUR",2505004,2018-03-26,08:28,104.1,104.15,104.1,104.1,883,8
"DE0006062144","1COV","COVESTRO AG  O.N.","Common stock","EUR",2505008,2018-03-26,08:28,82.32,82.34,82.32,82.34,378,2
"DE0006070006","HOT","HOCHTIEF AG","Common stock","EUR",2505009,2018-03-26,08:28,148,148.2,148,148.2,564,7
"DE0006200108","INH","INDUS HOLDING AG","Common stock","EUR",2505014,2018-03-26,08:28,55.9,55.9,55.9,55.9,158,2
"DE0006219934","JUN3","JUNGHEINRICH AG O.N.VZO","Common stock","EUR",2505020,2018-03-26,08:28,34.82,34.82,34.82,34.82,235,2
"DE0006231004","IFX","INFINEON TECH.AG NA O.N.","Common stock","EUR",2505024,2018-03-26,08:28,22.33,22.34,22.33,22.33,13147,12
"DE0006599905","MRK","MERCK KGAA O.N.","Common stock","EUR",2505050,2018-03-26,08:28,76.22,76.22,76.22,76.22,145,2
"DE0006602006","G1A","GEA GROUP AG","Common stock","EUR",2505051,2018-03-26,08:28,34.63,34.65,34.63,34.65,1301,9
"DE0006632003","MOR","MORPHOSYS AG O.N.","Common stock","EUR",2505055,2018-03-26,08:28,83.8,83.8,83.8,83.8,17,1
"DE0006766504","NDA","AURUBIS AG","Common stock","EUR",2505060,2018-03-26,08:28,66.88,66.88,66.82,66.82,317,5
"DE0006969603","PUM","PUMA SE","Common stock","EUR",2505067,2018-03-26,08:28,398,398,398,398,14,3
"DE0007037129","RWE","RWE AG ST O.N.","Common stock","EUR",2505072,2018-03-26,08:28,19.92,19.93,19.92,19.93,1651,5
"DE0007074007","KWS","KWS SAAT SE O.N.","Common stock","EUR",2505075,2018-03-26,08:28,307,308,307,308,157,6
"DE0007100000","DAI","DAIMLER AG NA O.N.","Common stock","EUR",2505076,2018-03-26,08:28,66.15,66.16,66.14,66.14,2617,9
"DE0007164600","SAP","SAP SE O.N.","Common stock","EUR",2505077,2018-03-26,08:28,84.54,84.59,84.54,84.58,7181,26
"DE0007236101","SIE","SIEMENS AG NA","Common stock","EUR",2505088,2018-03-26,08:28,102,102.02,102,102.02,743,2
"DE0007472060","WDI","WIRECARD AG","Common stock","EUR",2505101,2018-03-26,08:28,96.56,96.64,96.56,96.64,397,3
"DE0007480204","DEQ","DEUTSCHE EUROSHOP NA O.N.","Common stock","EUR",2505102,2018-03-26,08:28,29.08,29.12,29.06,29.1,13258,17
"DE0007500001","TKA","THYSSENKRUPP AG O.N.","Common stock","EUR",2505105,2018-03-26,08:28,21.38,21.39,21.38,21.38,1260,5
"DE0007568578","F3C","SFC ENERGY AG","Common stock","EUR",2505109,2018-03-26,08:28,7.82,7.82,7.82,7.82,200,1
"DE0007664005","VOW","VOLKSWAGEN AG ST O.N.","Common stock","EUR",2505113,2018-03-26,08:28,157.3,157.3,157.3,157.3,50,1
"DE0007664039","VOW3","VOLKSWAGEN AG VZO O.N.","Common stock","EUR",2505114,2018-03-26,08:28,155.58,155.64,155.52,155.52,1087,17
"DE0007856023","ZIL2","ELRINGKLINGER AG NA O.N.","Common stock","EUR",2505124,2018-03-26,08:28,16.37,16.37,16.37,16.37,200,1
"DE0008232125","LHA","LUFTHANSA AG VNA O.N.","Common stock","EUR",2505130,2018-03-26,08:28,25.69,25.71,25.69,25.71,6681,9
"DE0008402215","HNR1","HANNOVER RUECK SE NA O.N.","Common stock","EUR",2505132,2018-03-26,08:28,107.5,107.5,107.5,107.5,86,2
"DE0008404005","ALV","ALLIANZ SE NA O.N.","Common stock","EUR",2505133,2018-03-26,08:28,180.92,181.02,180.92,181.02,2550,28
"DE0008430026","MUV2","MUENCH.RUECKVERS.VNA O.N.","Common stock","EUR",2505134,2018-03-26,08:28,184.8,184.85,184.8,184.85,354,3
"GB00B24CGK77","3RB","RECKITT BENCK.GRP LS -,10","Common stock","EUR",2505366,2018-03-26,08:28,68.1,68.1,68.1,68.1,20,1
"GB0002875804","BMT","BRIT.AMER.TOBACCO  LS-,25","Common stock","EUR",2505372,2018-03-26,08:28,45,45,45,45,1900,11
"GB0007980591","BPE5","BP PLC             DL-,25","Common stock","EUR",2505380,2018-03-26,08:28,5.376,5.377,5.376,5.377,843,2
"GB0059822006","DLG","DIALOG SEMICOND.   LS-,10","Common stock","EUR",2505387,2018-03-26,08:28,23.12,23.12,23.12,23.12,273,2
