ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"DE000A0STST2","TTI","TOM TAILOR HLDG  NA O.N.","Common stock","EUR",2504401,2018-03-26,08:16,9.04,9.04,9.04,9.04,78,1
"DE000A0Z2XN6","RIB","RIB SOFTWARE SE  NA EO 1","Common stock","EUR",2504436,2018-03-26,08:16,24.58,24.58,24.52,24.58,895,5
"DE000A1EWWW0","ADS","ADIDAS AG NA O.N.","Common stock","EUR",2504471,2018-03-26,08:16,196.85,196.9,196.85,196.9,313,5
"DE000A1J5RX9","O2D","TELEFONICA DTLD HLDG NA","Common stock","EUR",2504492,2018-03-26,08:16,3.704,3.704,3.702,3.702,1082,2
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.","Common stock","EUR",2504501,2018-03-26,08:16,39.24,39.24,39.24,39.24,241,1
"DE000A12DM80","G24","SCOUT24 AG NA O.N.","Common stock","EUR",2504556,2018-03-26,08:16,35.6,35.6,35.6,35.6,300,2
"DE000BASF111","BAS","BASF SE NA O.N.","Common stock","EUR",2504663,2018-03-26,08:16,81.94,81.94,81.93,81.93,768,4
"DE000BAY0017","BAYN","BAYER AG NA O.N.","Common stock","EUR",2504664,2018-03-26,08:16,90.98,90.98,90.96,90.97,786,9
"DE000CBK1001","CBK","COMMERZBANK AG","Common stock","EUR",2504665,2018-03-26,08:16,11.208,11.21,11.188,11.188,13784,19
"DE000ENAG999","EOAN","E.ON SE NA O.N.","Common stock","EUR",2504666,2018-03-26,08:16,8.934,8.934,8.929,8.932,17596,16
"DE000KGX8881","KGX","KION GROUP AG","Common stock","EUR",2504811,2018-03-26,08:16,72.88,72.88,72.88,72.88,100,1
"DE000LED4000","OSR","OSRAM LICHT AG NA O.N.","Common stock","EUR",2504813,2018-03-26,08:16,61.7,61.7,61.68,61.68,651,7
"DE000PAH0038","PAH3","PORSCHE AUTOM.HLDG VZO","Common stock","EUR",2504816,2018-03-26,08:16,64.88,64.88,64.88,64.88,9,1
"DE000SYM9999","SY1","SYMRISE AG INH. O.N.","Common stock","EUR",2504852,2018-03-26,08:16,64.4,64.42,64.36,64.36,1561,11
"DE000TUAG000","TUI1","TUI AG NA O.N.","Common stock","EUR",2504855,2018-03-26,08:16,17.57,17.57,17.57,17.57,40,1
"DE000WAF3001","WAF","SILTRONIC AG NA O.N.","Common stock","EUR",2504859,2018-03-26,08:16,154.75,154.75,154.75,154.75,69,3
"DE000ZAL1111","ZAL","ZALANDO SE","Common stock","EUR",2504863,2018-03-26,08:16,45.13,45.13,45.06,45.06,963,8
"DE0005103006","ADV","ADVA OPT.NETW.SE  O.N.","Common stock","EUR",2504881,2018-03-26,08:16,5.415,5.415,5.41,5.41,792,2
"DE0005140008","DBK","DEUTSCHE BANK AG NA O.N.","Common stock","EUR",2504888,2018-03-26,08:16,11.302,11.302,11.29,11.294,7147,16
"DE0005190003","BMW","BAY.MOTOREN WERKE AG ST","Common stock","EUR",2504900,2018-03-26,08:16,85.06,85.07,85.05,85.05,648,7
"DE0005200000","BEI","BEIERSDORF AG O.N.","Common stock","EUR",2504906,2018-03-26,08:16,87.16,87.16,87.16,87.16,19,1
"DE0005209589","A6T","ARTEC TECHNOLOGIES O.N.","Common stock","EUR",2504910,2018-03-26,08:16,6,6,6,6,1600,1
"DE0005408116","ARL","AAREAL BANK AG","Common stock","EUR",2504927,2018-03-26,08:16,38.28,38.28,38.26,38.26,791,4
"DE0005550636","DRW3","DRAEGERWERK VZO O.N.","Common stock","EUR",2504952,2018-03-26,08:16,77,77,77,77,69,1
"DE0005552004","DPW","DEUTSCHE POST AG NA O.N.","Common stock","EUR",2504953,2018-03-26,08:16,35.22,35.22,35.22,35.22,262,1
"DE0005557508","DTE","DT.TELEKOM AG NA","Common stock","EUR",2504954,2018-03-26,08:16,12.97,12.97,12.97,12.97,4100,5
"DE0005565204","DUE","DUERR AG O.N.","Common stock","EUR",2504956,2018-03-26,08:16,90.64,90.64,90.64,90.64,44,3
"DE0005664809","EVT","EVOTEC AG O.N.","Common stock","EUR",2504963,2018-03-26,08:16,15.93,15.93,15.85,15.895,10282,8
"DE0005677108","ELG","ELMOS SEMICONDUCTOR AG","Common stock","EUR",2504964,2018-03-26,08:16,26.15,26.15,26.15,26.15,456,1
"DE0005773303","FRA","FRAPORT AG FFM.AIRPORT","Common stock","EUR",2504970,2018-03-26,08:16,80.94,80.98,80.94,80.98,138,2
"DE0005785604","FRE","FRESENIUS SE+CO.KGAA O.N.","Common stock","EUR",2504973,2018-03-26,08:16,60.88,60.88,60.88,60.88,746,2
"DE0005785802","FME","FRESEN.MED.CARE KGAA O.N.","Common stock","EUR",2504974,2018-03-26,08:16,81.46,81.46,81.46,81.46,62,2
"DE0005790430","FPE3","FUCHS PETROL.SE VZO O.N.","Common stock","EUR",2504976,2018-03-26,08:16,45,45,44.98,44.98,136,3
"DE0005810055","DB1","DEUTSCHE BOERSE NA O.N.","Common stock","EUR",2504978,2018-03-26,08:16,108.8,108.8,108.7,108.7,695,6
"DE0005878003","GIL","DMG MORI AG O.N.","Common stock","EUR",2504984,2018-03-26,08:16,47,47,47,47,57,1
"DE0006047004","HEI","HEIDELBERGCEMENT AG O.N.","Common stock","EUR",2505002,2018-03-26,08:16,79.96,80.02,79.96,80.02,934,10
"DE0006048432","HEN3","HENKEL AG+CO.KGAA VZO","Common stock","EUR",2505004,2018-03-26,08:16,104.3,104.3,104.3,104.3,88,1
"DE0006062144","1COV","COVESTRO AG  O.N.","Common stock","EUR",2505008,2018-03-26,08:16,82.5,82.5,82.46,82.5,505,4
"DE0006084403","HBM","HORNBACH BAUMARKT AG O.N.","Common stock","EUR",2505011,2018-03-26,08:16,28.7,28.7,28.6,28.7,100,3
"DE0006231004","IFX","INFINEON TECH.AG NA O.N.","Common stock","EUR",2505024,2018-03-26,08:16,22.31,22.31,22.3,22.31,5433,5
"DE0006483001","LIN","LINDE AG O.N.","Common stock","EUR",2505043,2018-03-26,08:16,169.1,169.2,169.1,169.2,37,3
"DE0006599905","MRK","MERCK KGAA O.N.","Common stock","EUR",2505050,2018-03-26,08:16,76.32,76.32,76.3,76.3,555,5
"DE0006602006","G1A","GEA GROUP AG","Common stock","EUR",2505051,2018-03-26,08:16,34.59,34.6,34.59,34.6,175,2
"DE0006969603","PUM","PUMA SE","Common stock","EUR",2505067,2018-03-26,08:16,398,398,398,398,5,1
"DE0006972508","PBY","PUBLITY AG NA O.N.","Common stock","EUR",2505068,2018-03-26,08:16,13.42,13.72,13.42,13.72,91,2
"DE0007030009","RHM","RHEINMETALL AG","Common stock","EUR",2505071,2018-03-26,08:16,112.65,112.7,112.65,112.7,169,3
"DE0007037129","RWE","RWE AG ST O.N.","Common stock","EUR",2505072,2018-03-26,08:16,19.935,19.945,19.935,19.94,3212,7
"DE0007100000","DAI","DAIMLER AG NA O.N.","Common stock","EUR",2505076,2018-03-26,08:16,66.2,66.21,66.2,66.21,1045,6
"DE0007164600","SAP","SAP SE O.N.","Common stock","EUR",2505077,2018-03-26,08:16,84.47,84.47,84.45,84.47,1614,7
"DE0007231326","SIX2","SIXT SE ST O.N.","Common stock","EUR",2505085,2018-03-26,08:16,92.15,92.15,92.05,92.05,826,8
"DE0007231334","SIX3","SIXT SE VZO O.N.","Common stock","EUR",2505086,2018-03-26,08:16,62.2,62.2,62.2,62.2,431,3
"DE0007236101","SIE","SIEMENS AG NA","Common stock","EUR",2505088,2018-03-26,08:16,102.02,102.02,101.98,101.98,1500,5
"DE0007251803","SAZ","STADA ARZNEIMITT. NA O.N.","Common stock","EUR",2505089,2018-03-26,08:16,84.1,84.1,84.1,84.1,79,3
"DE0007297004","SZU","SUEDZUCKER AG  O.N.","Common stock","EUR",2505095,2018-03-26,08:16,14.795,14.795,14.795,14.795,1641,2
"DE0007472060","WDI","WIRECARD AG","Common stock","EUR",2505101,2018-03-26,08:16,96.34,96.34,96.34,96.34,209,1
"DE0007493991","SAX","STROEER SE + CO. KGAA","Common stock","EUR",2505103,2018-03-26,08:16,55.9,55.9,55.85,55.85,283,3
"DE0007500001","TKA","THYSSENKRUPP AG O.N.","Common stock","EUR",2505105,2018-03-26,08:16,21.43,21.43,21.43,21.43,2117,5
"DE0007664039","VOW3","VOLKSWAGEN AG VZO O.N.","Common stock","EUR",2505114,2018-03-26,08:16,155.54,155.58,155.52,155.58,1346,21
"DE0008232125","LHA","LUFTHANSA AG VNA O.N.","Common stock","EUR",2505130,2018-03-26,08:16,25.74,25.75,25.74,25.75,2103,4
"DE0008404005","ALV","ALLIANZ SE NA O.N.","Common stock","EUR",2505133,2018-03-26,08:16,181.2,181.22,181.14,181.14,2548,26
"DE0008430026","MUV2","MUENCH.RUECKVERS.VNA O.N.","Common stock","EUR",2505134,2018-03-26,08:16,185.05,185.05,185,185,484,5
"FR0000120628","AXA","AXA S.A. INH.     EO 2,29","Common stock","EUR",2505172,2018-03-26,08:16,21.215,21.215,21.215,21.215,21,1
"FR0010361683","LYMD","LYX.MSCI INDIA U.ETF CEO","ETF","EUR",2505234,2018-03-26,08:16,14.954,14.954,14.952,14.952,27200,2
"GB00B03MLX29","R6C","ROYAL DUTCH SHELL A EO-07","Common stock","EUR",2505360,2018-03-26,08:16,25.685,25.685,25.68,25.68,38,2
"GB0007980591","BPE5","BP PLC             DL-,25","Common stock","EUR",2505380,2018-03-26,08:16,5.371,5.371,5.371,5.371,90,1
"GB0059822006","DLG","DIALOG SEMICOND.   LS-,10","Common stock","EUR",2505387,2018-03-26,08:16,23.15,23.15,23.15,23.15,71,2
"IE00BYZK4552","2B76","ISHS IV-AUTO.+ROBOTIC.ETF","ETF","EUR",2505551,2018-03-26,08:16,6.44,6.44,6.44,6.44,3889,1
"IE00B14X4N27","IQQU","IS MSCI EU.XUK U.ETF EOD","ETF","EUR",2505600,2018-03-26,08:16,30.405,30.405,30.405,30.405,200,1
"IE00B3ZW0K18","IBCF","ISHSV-S+P500 EUR HGD ACC","ETF","EUR",2505647,2018-03-26,08:16,59.294,59.294,59.294,59.294,672,1
"IE00B42Z5J44","IBCG","ISHSV-MSCI JAPAN EO HDG A","ETF","EUR",2505672,2018-03-26,08:16,47.56,47.56,47.56,47.56,10000,1
"IE00B441G979","IBCH","ISHSV.MSCI W.EUR HGD ACC","ETF","EUR",2505679,2018-03-26,08:16,48.964,48.964,48.964,48.964,881,1
"LU0292106084","DXSL","XTR.ST.EUR.600 I.G.S. 1C","ETF","EUR",2505857,2018-03-26,08:16,90.94,90.94,90.94,90.94,10,1
"LU0533033667","LYPG","MUL-LYX.MSCI W.ITTRUE CEO","ETF","EUR",2506011,2018-03-26,08:16,207.35,207.35,207.35,207.35,79,1
"LU0775917882","GYC","GRAND CITY PROPERT.EO-,10","Common stock","EUR",2506054,2018-03-26,08:16,19.02,19.02,19.02,19.02,245,1
"LU0846194776","XD5E","XTR.MSCI EMU 1D","ETF","EUR",2506064,2018-03-26,08:16,38.95,38.95,38.95,38.95,40,1
"DE000A0N62G0","VZLD","ETFS MET.SEC.DZ07/UN.XAU","ETC","EUR",2506200,2018-03-26,08:16,104.15,104.15,104.15,104.15,1,1
"NL0010877643","2FI","FIAT CHRYSLER AUTOM. 0,01","Common stock","EUR",2506265,2018-03-26,08:16,16.782,16.782,16.782,16.782,10,1
"NL0011375019","SNH","STEINHOFF INT.HLDG.EO-,50","Common stock","EUR",2506267,2018-03-26,08:16,0.2426,0.2445,0.2426,0.2445,79539,11
"DE0005933956","EXW1","ISHARES EO STOXX 50 U.ETF","ETF","EUR",2506383,2018-03-26,08:16,33.1,33.1,33.1,33.1,1000,1
"IE00B0M62S72","IQQA","IS EURO DIVID.U.ETF EOD","ETF","EUR",2506395,2018-03-26,08:16,21.44,21.44,21.44,21.44,105,1
"US01609W1027","AHLA","ALIBABA GR.HLDG SP.ADR 1","Common stock","EUR",2506421,2018-03-26,08:16,150.32,150.32,149.64,149.64,175,2
"US0231351067","AMZ","AMAZON.COM INC.    DL-,01","Common stock","EUR",2506427,2018-03-26,08:16,1237.35,1237.84,1237.35,1237.35,40,2
"US0846707026","BRYN","BERKSH. H.B NEW DL-,00333","Common stock","EUR",2506447,2018-03-26,08:16,158.25,158.25,158.25,158.25,2,1
"US30303M1027","FB2A","FACEBOOK INC.A DL-,000006","Common stock","EUR",2506484,2018-03-26,08:16,127.3,127.3,127.26,127.3,500,4
"US3682872078","GAZ","GAZPROM ADR SP./2 RL 5L 5","Common stock","EUR",2506491,2018-03-26,08:16,3.95,3.95,3.95,3.95,6000,1
"US4781601046","JNJ","JOHNSON + JOHNSON    DL 1","Common stock","EUR",2506514,2018-03-26,08:16,101.71,101.86,101.71,101.86,196,2
"US88160R1014","TL0","TESLA INC. DL -,001","Common stock","EUR",2506575,2018-03-26,08:16,247,247,246.31,246.31,111,2
"DE000A2E4K43","DHER","DELIVERY HERO AG NA O.N.","Common stock","EUR",2518798,2018-03-26,08:16,38.96,38.96,38.94,38.94,1005,5
"DE000BFB0019","B4B","METRO AG   ST O.N.","Common stock","EUR",2532386,2018-03-26,08:16,14.705,14.705,14.68,14.68,2117,9
"DE000A2E4L75","LINU","LINDE AG O.N. Z.UMT.","Common stock","EUR",2600157,2018-03-26,08:16,175.8,175.85,175.8,175.85,39,2
"DE000A2E4LE9","VBX","VOLTABOX AG  INH. O.N.","Common stock","EUR",2714380,2018-03-26,08:16,23.54,23.54,23.3,23.34,1244,8
"DE000SHL1006","SHL","SIEMENS HEALTH.AG NA O.N.","Common stock","EUR",3058562,2018-03-26,08:16,32.1,32.1,32.1,32.1,500,1
"AT0000969985","AUS","AT+S AUSTR.T.+SYSTEMT.","Common stock","EUR",2504191,2018-03-26,08:17,22.6,22.6,22.6,22.6,100,1
"LU0252634307","LYY8","MUL-LYX.DLY.LEVDAX U.E. A","ETF","EUR",2504268,2018-03-26,08:17,98.85,98.85,98.85,98.85,100,1
"LU0838782315","XDDX","XTR.DAX INCOME 1D","ETF","EUR",2504277,2018-03-26,08:17,105.34,105.34,105.34,105.34,266,2
"DE000A0D9PT0","MTX","MTU AERO ENGINES NA O.N.","Common stock","EUR",2504297,2018-03-26,08:17,134.3,134.4,134.3,134.4,259,5
"DE000A0ETBQ4","MBB","MBB SE O.N.","Common stock","EUR",2504301,2018-03-26,08:17,87.2,87.2,87.2,87.2,13,1
"DE000A0HN5C6","DWNI","DEUTSCHE WOHNEN SE INH","Common stock","EUR",2504314,2018-03-26,08:17,36.28,36.28,36.26,36.28,844,5
"DE000A0H08M3","EXH1","IS.S.E.600 OIL+G.U.ETF A.","ETF","EUR",2504330,2018-03-26,08:17,30.345,30.345,30.34,30.345,198,4
"DE000A0JBPG2","PNE3","PNE WIND AG NA O.N.","Common stock","EUR",2504337,2018-03-26,08:17,2.92,2.92,2.92,2.92,4325,7
"DE000A0Q4R36","EXV4","IS.S.E.600 HEA.C.U.ETF A.","ETF","EUR",2504394,2018-03-26,08:17,67.44,67.44,67.44,67.44,50,1
"DE000A0Z2XN6","RIB","RIB SOFTWARE SE  NA EO 1","Common stock","EUR",2504436,2018-03-26,08:17,24.58,24.58,24.58,24.58,582,1
"DE000A0Z2ZZ5","FNTN","FREENET AG NA O.N.","Common stock","EUR",2504438,2018-03-26,08:17,24.43,24.43,24.43,24.43,561,3
"DE000A1C22M3","H4ZF","HSBC S+P 500 UCITS ETF DZ","ETF","EUR",2504448,2018-03-26,08:17,21.297,21.301,21.297,21.301,19938,2
"DE000A1DAHH0","BNR","BRENNTAG AG NA O.N.","Common stock","EUR",2504453,2018-03-26,08:17,48.19,48.19,48.19,48.19,59,1
"DE000A1EWWW0","ADS","ADIDAS AG NA O.N.","Common stock","EUR",2504471,2018-03-26,08:17,196.9,196.95,196.9,196.9,705,7
"DE000A1J5RX9","O2D","TELEFONICA DTLD HLDG NA","Common stock","EUR",2504492,2018-03-26,08:17,3.704,3.704,3.704,3.704,5934,2
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.","Common stock","EUR",2504501,2018-03-26,08:17,39.25,39.27,39.25,39.27,6226,32
"DE000A1X3W00","MDG1","MEDIGENE AG NA O.N.","Common stock","EUR",2504531,2018-03-26,08:17,14.01,14.01,14,14,983,3
"DE000A12DM80","G24","SCOUT24 AG NA O.N.","Common stock","EUR",2504556,2018-03-26,08:17,35.6,35.6,35.6,35.6,255,4
"DE000A2AADD2","IGY","INNOGY SE  INH. O.N.","Common stock","EUR",2504618,2018-03-26,08:17,38.43,38.44,38.42,38.43,1525,9
"DE000BASF111","BAS","BASF SE NA O.N.","Common stock","EUR",2504663,2018-03-26,08:17,81.93,81.95,81.93,81.93,2205,14
"DE000BAY0017","BAYN","BAYER AG NA O.N.","Common stock","EUR",2504664,2018-03-26,08:17,90.98,91.01,90.98,90.99,3280,26
"DE000CBK1001","CBK","COMMERZBANK AG","Common stock","EUR",2504665,2018-03-26,08:17,11.188,11.188,11.17,11.172,14622,20
"DE000ENAG999","EOAN","E.ON SE NA O.N.","Common stock","EUR",2504666,2018-03-26,08:17,8.931,8.932,8.929,8.929,6220,9
"DE000EVNK013","EVK","EVONIK INDUSTRIES NA O.N.","Common stock","EUR",2504806,2018-03-26,08:17,28.39,28.44,28.39,28.43,3023,21
"DE000KGX8881","KGX","KION GROUP AG","Common stock","EUR",2504811,2018-03-26,08:17,72.9,73.14,72.9,73.12,1588,22
"DE000KSAG888","SDF","K+S AG NA O.N.","Common stock","EUR",2504812,2018-03-26,08:17,23.04,23.04,23.04,23.04,199,1
"DE000LED4000","OSR","OSRAM LICHT AG NA O.N.","Common stock","EUR",2504813,2018-03-26,08:17,61.6,61.62,61.6,61.62,779,6
"DE000LEG1110","LEG","LEG IMMOBILIEN AG NA O.N.","Common stock","EUR",2504814,2018-03-26,08:17,87.74,87.78,87.72,87.78,663,11
"DE000PAH0038","PAH3","PORSCHE AUTOM.HLDG VZO","Common stock","EUR",2504816,2018-03-26,08:17,64.88,64.92,64.88,64.92,792,6
"DE000SHA0159","SHA","SCHAEFFLER AG INH. VZO","Common stock","EUR",2504849,2018-03-26,08:17,12.465,12.465,12.465,12.465,475,3
"DE000TCAG172","TC1","TELE COLUMBUS AG NA O.N.","Common stock","EUR",2504853,2018-03-26,08:17,9.29,9.29,9.29,9.29,273,1
"DE000TUAG000","TUI1","TUI AG NA O.N.","Common stock","EUR",2504855,2018-03-26,08:17,17.57,17.57,17.57,17.57,533,3
"DE000WAF3001","WAF","SILTRONIC AG NA O.N.","Common stock","EUR",2504859,2018-03-26,08:17,154.75,154.8,154.75,154.75,53,2
"DE000WCH8881","WCH","WACKER CHEMIE        O.N.","Common stock","EUR",2504860,2018-03-26,08:17,135.35,135.4,135.35,135.4,370,8
"DE000ZAL1111","ZAL","ZALANDO SE","Common stock","EUR",2504863,2018-03-26,08:17,45.03,45.16,45.03,45.16,901,9
"DE0002457512","VIH","VIB VERMOEGEN O.N.","Common stock","EUR",2504867,2018-03-26,08:17,21.4,21.4,21.4,21.4,194,1
"DE0005089031","UTDI","UTD.INTERNET AG NA","Common stock","EUR",2504878,2018-03-26,08:17,52.42,52.42,52.38,52.38,604,3
"DE0005140008","DBK","DEUTSCHE BANK AG NA O.N.","Common stock","EUR",2504888,2018-03-26,08:17,11.29,11.29,11.282,11.282,5852,16
"DE0005190003","BMW","BAY.MOTOREN WERKE AG ST","Common stock","EUR",2504900,2018-03-26,08:17,85.06,85.12,85.05,85.1,1773,18
"DE0005200000","BEI","BEIERSDORF AG O.N.","Common stock","EUR",2504906,2018-03-26,08:17,87.18,87.2,87.18,87.2,270,4
"DE0005408884","LEO","LEONI AG NA O.N.","Common stock","EUR",2504929,2018-03-26,08:17,52.38,52.42,52.38,52.42,170,3
"DE0005419105","COK","CANCOM SE O.N.","Common stock","EUR",2504930,2018-03-26,08:17,79.2,79.2,79.2,79.2,10,1
"DE0005439004","CON","CONTINENTAL AG O.N.","Common stock","EUR",2504933,2018-03-26,08:17,218.2,218.3,218.2,218.3,595,9
"DE0005470405","LXS","LANXESS AG","Common stock","EUR",2504935,2018-03-26,08:17,62.3,62.3,62.3,62.3,150,3
"DE0005550636","DRW3","DRAEGERWERK VZO O.N.","Common stock","EUR",2504952,2018-03-26,08:17,77.1,77.15,77.1,77.15,439,8
"DE0005552004","DPW","DEUTSCHE POST AG NA O.N.","Common stock","EUR",2504953,2018-03-26,08:17,35.22,35.24,35.22,35.24,2310,9
"DE0005557508","DTE","DT.TELEKOM AG NA","Common stock","EUR",2504954,2018-03-26,08:17,12.97,12.97,12.97,12.97,11288,8
"DE0005565204","DUE","DUERR AG O.N.","Common stock","EUR",2504956,2018-03-26,08:17,90.66,90.66,90.66,90.66,31,1
"DE0005664809","EVT","EVOTEC AG O.N.","Common stock","EUR",2504963,2018-03-26,08:17,15.915,15.915,15.905,15.91,1722,6
"DE0005785604","FRE","FRESENIUS SE+CO.KGAA O.N.","Common stock","EUR",2504973,2018-03-26,08:17,60.9,60.94,60.9,60.94,5832,20
"DE0005785802","FME","FRESEN.MED.CARE KGAA O.N.","Common stock","EUR",2504974,2018-03-26,08:17,81.46,81.48,81.46,81.48,847,7
"DE0005790430","FPE3","FUCHS PETROL.SE VZO O.N.","Common stock","EUR",2504976,2018-03-26,08:17,45,45.04,45,45,289,6
"DE0006047004","HEI","HEIDELBERGCEMENT AG O.N.","Common stock","EUR",2505002,2018-03-26,08:17,80.02,80.02,79.94,79.94,1655,14
"DE0006048408","HEN","HENKEL AG+CO.KGAA ST O.N.","Common stock","EUR",2505003,2018-03-26,08:17,101.5,101.5,101.5,101.5,64,3
"DE0006048432","HEN3","HENKEL AG+CO.KGAA VZO","Common stock","EUR",2505004,2018-03-26,08:17,104.3,104.3,104.3,104.3,933,7
"DE0006062144","1COV","COVESTRO AG  O.N.","Common stock","EUR",2505008,2018-03-26,08:17,82.52,82.56,82.52,82.56,472,7
"DE0006201106","CEA","FRIWO AG O.N.","Common stock","EUR",2505015,2018-03-26,08:17,32,32,32,32,9,1
"DE0006231004","IFX","INFINEON TECH.AG NA O.N.","Common stock","EUR",2505024,2018-03-26,08:17,22.31,22.32,22.31,22.31,4339,8
"DE0006450000","LPK","LPKF LASER+ELECTRON.","Common stock","EUR",2505039,2018-03-26,08:17,8.51,8.51,8.51,8.51,275,1
"DE0006483001","LIN","LINDE AG O.N.","Common stock","EUR",2505043,2018-03-26,08:17,169.15,169.15,169.15,169.15,5,1
"DE0006599905","MRK","MERCK KGAA O.N.","Common stock","EUR",2505050,2018-03-26,08:17,76.28,76.3,76.28,76.3,246,3
"DE0006602006","G1A","GEA GROUP AG","Common stock","EUR",2505051,2018-03-26,08:17,34.61,34.61,34.61,34.61,86,2
"DE0006972508","PBY","PUBLITY AG NA O.N.","Common stock","EUR",2505068,2018-03-26,08:17,13.4,13.72,13.4,13.5,305,3
"DE0007030009","RHM","RHEINMETALL AG","Common stock","EUR",2505071,2018-03-26,08:17,112.75,112.85,112.75,112.8,180,4
"DE0007037129","RWE","RWE AG ST O.N.","Common stock","EUR",2505072,2018-03-26,08:17,19.935,19.935,19.93,19.935,5372,11
"DE0007100000","DAI","DAIMLER AG NA O.N.","Common stock","EUR",2505076,2018-03-26,08:17,66.22,66.27,66.22,66.24,8275,25
"DE0007164600","SAP","SAP SE O.N.","Common stock","EUR",2505077,2018-03-26,08:17,84.46,84.46,84.4,84.4,4186,21
"DE0007231326","SIX2","SIXT SE ST O.N.","Common stock","EUR",2505085,2018-03-26,08:17,92.1,92.1,92.1,92.1,371,3
"DE0007231334","SIX3","SIXT SE VZO O.N.","Common stock","EUR",2505086,2018-03-26,08:17,62.1,62.1,62.1,62.1,376,2
"DE0007236101","SIE","SIEMENS AG NA","Common stock","EUR",2505088,2018-03-26,08:17,102.02,102.08,102,102.04,7467,12
"DE0007446007","TTK","TAKKT AG O.N.","Common stock","EUR",2505097,2018-03-26,08:17,19.84,19.84,19.84,19.84,9,1
"DE0007472060","WDI","WIRECARD AG","Common stock","EUR",2505101,2018-03-26,08:17,96.4,96.44,96.4,96.44,707,6
"DE0007480204","DEQ","DEUTSCHE EUROSHOP NA O.N.","Common stock","EUR",2505102,2018-03-26,08:17,29.04,29.08,29.04,29.08,1229,6
"DE0007493991","SAX","STROEER SE + CO. KGAA","Common stock","EUR",2505103,2018-03-26,08:17,55.9,55.9,55.8,55.85,112,3
"DE0007500001","TKA","THYSSENKRUPP AG O.N.","Common stock","EUR",2505105,2018-03-26,08:17,21.43,21.43,21.43,21.43,766,2
"DE0007664005","VOW","VOLKSWAGEN AG ST O.N.","Common stock","EUR",2505113,2018-03-26,08:17,157.4,157.5,157.4,157.5,300,5
"DE0007664039","VOW3","VOLKSWAGEN AG VZO O.N.","Common stock","EUR",2505114,2018-03-26,08:17,155.56,155.66,155.5,155.64,4724,34
"DE0007667107","VOS","VOSSLOH AG O.N.","Common stock","EUR",2505115,2018-03-26,08:17,39.85,39.85,39.85,39.85,6,1
"DE0008232125","LHA","LUFTHANSA AG VNA O.N.","Common stock","EUR",2505130,2018-03-26,08:17,25.76,25.76,25.73,25.73,5571,6
"DE0008404005","ALV","ALLIANZ SE NA O.N.","Common stock","EUR",2505133,2018-03-26,08:17,181.12,181.12,181.08,181.12,1389,14
"DE0008430026","MUV2","MUENCH.RUECKVERS.VNA O.N.","Common stock","EUR",2505134,2018-03-26,08:17,184.95,184.95,184.85,184.9,208,5
"FR0007063177","LYMS","LYX.NASDAQ-100 U.ETF DEO","ETF","EUR",2505190,2018-03-26,08:17,21.115,21.115,21.115,21.115,62,1
"GB0007188757","RIO1","RIO TINTO PLC      LS-,10","Common stock","EUR",2505378,2018-03-26,08:17,41.47,41.47,41.47,41.47,12,1
"IE00BJ0KDR00","XD9U","X(IE) - MSCI USA 1C","ETF","EUR",2505425,2018-03-26,08:17,56.502,56.502,56.502,56.502,517,1
"IE00BYZK4669","2B77","ISHS IV-AGEING POPUL.ETF","ETF","EUR",2505552,2018-03-26,08:17,4.926,4.926,4.926,4.926,25,1
"IE00B1W57M07","IQQ9","ISHSII-BRIC 50 DL DIS","ETF","EUR",2505596,2018-03-26,08:17,27.085,27.085,27.085,27.085,4749,1
"IE00B441G979","IBCH","ISHSV.MSCI W.EUR HGD ACC","ETF","EUR",2505679,2018-03-26,08:17,48.964,48.964,48.964,48.964,1252,1
"IE00B5BMR087","SXR8","ISHSVII-CORE S+P500 DLACC","ETF","EUR",2505689,2018-03-26,08:17,205.07,205.11,205.04,205.11,898,5
"IE00B6YX5C33","SPY5","SPDR S+P 500 UCITS ETF","ETF","EUR",2505747,2018-03-26,08:17,212.45,212.45,212.45,212.45,0,1
"IE0031442068","IUSA","ISHS-S+P 500 DL D","ETF","EUR",2505798,2018-03-26,08:17,21.134,21.135,21.128,21.135,2337,4
"IT0005239360","CRIN","UNICREDIT","Common stock","EUR",2505810,2018-03-26,08:17,16.756,16.756,16.75,16.75,302,2
"LU0061462528","RRTL","RTL GROUP","Common stock","EUR",2505811,2018-03-26,08:17,66.5,66.5,66.5,66.5,166,2
"LU0322250712","DX2D","XTR.LPX PRIV.EQU.SWAP 1C","ETF","EUR",2505875,2018-03-26,08:17,50.61,50.61,50.61,50.61,625,1
"LU0322253906","DX2J","XTR.MSCI EUROPE S.CAP 1C","ETF","EUR",2505884,2018-03-26,08:17,42.815,42.815,42.815,42.815,500,1
"LU0392494562","X010","COMS.-MSCI WORL.T.U.ETF I","ETF","EUR",2505917,2018-03-26,08:17,46.66,46.66,46.66,46.66,81,1
"LU0488316133","C012","COMSTAGE-S+P 500 U.ETF I","ETF","EUR",2505981,2018-03-26,08:17,238.76,238.76,238.76,238.76,20,1
